Unnamed: 0,Airline Name,Overall_Rating,Review_Title,Review
20895,transavia,4,seats are not very clean,we paid extra and booked the exit row seats which the transavia website said was possible if children 12 to 16 are accompanied by an adult however when we arrived at the airport we were told that we could not have the exit row seat as my son was 12 and that transavia had changed our seats to another standard row i told the ground staff that the website had indicated it was possible which is the reason for us booking this resulted in some confusion but we managed to get the seats that we paid for eventually this is the 2nd time that transavia had shifted us without consent and both times we had to rectify i think that shifting passenger seats without prior consent is highly unprofessional as this is preventing people from getting what they paid for onboard the exit row had decent leg room the seats are not very clean because they provided us with disinfectant wipes to wipe down our seats ourselves i saw the priors customers dirty disinfectant wipe still in the pocket of my seat
10791,hainan airlines,2,inflight the service is good,mexico city to beijing via tijuana booking the ticket was not easy with unfriendly website and selecting a seat was not possible until check in the flight was delayed for 8hrs due weather and mexico city ground staff did not help with the fact that it was a weather delay and this was not their fault inflight the service is good the flight attendants are attentive the inflight entertainment is outdated lacks variety and does not compare to other 5 star airlines the food was the worst food i have had the seats are okay
8863,ethiopian airlines,3,last experience was so disappointing,lom to new york jfk i used to recommend that company but my last experience with them was so disappointing like we say as long as theres no issue everything its fine as soon as you need them you realize that they are not professional at all they just want your money they will assist you call you to book your ticket but as soon its done youre not longer their priority i was flying from douala to lom then from lom to new york jfk 072522 they lost my bag and till today no bag no news from them i dont even remember how many times i tried to call them it just rings they dont pick up its like you calling a personal phone sometimes its better to pay more for a better service i cant recommend them anymore and am going to keep posting negative reviews on social media to warn people against company like ethiopian airlines
3515,airasia zest,5,airasia zest customer review,mnlbcd return you get what you pay for we got the early morning flight to bacolod only to find out the flight was cancelled had to go back home for the afternoon flight same thing with our return flight to manila morning flight out of bacolod cancelled hotel staff at bacolod informed us it is a usual occurrence such a big inconvenience if your vacation time is limited or you have to catch a connecting flight would rather fly with cebu pacific or air philippines
4817,austrian airlines,4,chaotic situation and delays,the staff is nonprofessional and do not have the ability to properly communicate with the customers with their poor conduct they create chaotic situation and delays
22195,vivaaerobs,1,doesnt have any type of organization,vivaaerobs doesnt have any type of organization whatsoever when it comes to luggage this is the 3rd time in the same month that they dont deliver it my destination this is very frustrating when you fly and dont have your stuff with you its a very unfortunate inconvenience
17595,saudi arabian airlines,8,will recommend them,individual experiences and preferences can vary but for me saudi arabian airlines are really trying in terms of customer service inflight care seat spacing for me its the best ill rate them high and will recommend them to anyone flying their route
21266,turkmenistan airlines,3,air crew were miserable,birmingham to amritsar via ashgabat with turkmenistan airlines flight time was moved forward by a few hours and we were not notified when we arrived at airport they were already boarding the aircraft fortunately we could still check in and did not miss our flight to india staff are a bit disorganised seats were allocated so couples sat on opposite ends of the aircraft which did not make any sense the return flight was due to leave at 9am but did not depart until later in the afternoon we were not provided with any refreshment or information during the long delay the aircrew were miserable no in flight entertainment and food was average to tasteless the curry spice foods are too spicy hot to eat if delayed for 5 hours they should have at least provided fresh water and sandwiches in the airport free of charge no apology partial refund or refreshments were given
480,aerolineas argentinas,1,aerolineas argentinas customer review,flew four times over the course of a month internally around argentina ezeel calafate el calafatetrelew treleweze ezeiguazu and was very happy with service check in was prompt and staff were friendly and bilingual never experienced any delays in fact we were actually moved forward from a 6 hour change at eze to a flight departing 5 hours sooner for no extra charge snacks and drinks served in all flights and despite the 7377 seats being noticeably more cramped and less comfortable than the 800 id certainly recommend
14465,malaysia airlines,3,another poor showing by mh,on boarding this flight 30 minutes late i was told i was being moved from economy 4d to 15d being one world emerald actually my home airline is mh i would have expected to be at least moved close to my original row instead i was told no more seats change of aircraft type your row is 4 which would be business in this aircraft sitting front row economy is my usual meeting has to attend i was fairly rudely ignored by the ground and aircraft crew 15d had a bust armrest and a malfunctioning tv screen my 2 pieces of clearly marked priority and one world business class came out las again another poor showing by mh i supported this airline through the pandemic poor understanding of customers
4872,austrian airlines,1,i will never go back with austrian,bad service uninterested crew it was a flight from amsterdam to vienna to sofia may 22nd 2022 the first flight was delayed with 15 hour no information given during the flight we heard that the connection to sofia already left in vienna no help at all they didnt care that you missed your flight no one to help or to guide you go there go there that was it at all the desks i was accused i was too late eventually they rebooked me on a flight from 0400 pm after boarding there were some computer problems waited for one hour no information given then they told us the flight is cancelled and we had to get off the plane again and the crew had the nerve to tell us to have a nice day and see you back soon back at the airport uninterested staff told us that there were no flights anymore that night they could give me a hotel and the next day with lufthansa to paris and from paris to sofia i checked the internet there were also direct flights to sofia in the end i could go with a flight from 0900 pm that night because they put me on a waiting list but only after i did not accept their offer for a hotel i had a 16 hour journey instead of a 5 hour journey that day because of the incompetence of austrian and again the worst thing was their lack of interest they gave me a feeling they didnt want me as a customer they only want my money no service or compassion at all needless to say i will never go back with austrian
9524,firefly,8,firefly customer review,1312015 firefly from penang to krabi on time with boarding with little fuss soya or fruit juice and peanuts were refreshments offered which was enough for the short flight great to connect so easily between the two points of penang and krabi
13425,lao airlines,1,would recommend and will fly again,pakse to bangkok great legspace even for longer people im 191cm tall friendly staff and snacks were served with drinks ride was smooth plane clean and we were almost on time would recommend and will fly again with lao airlines
19793,tame lnea area del ecuador,4,all went wrong,guayaquil to quito well all went wrong 3 hours late a short fly of 30 minutes anarchic system my seat is occupied changed 3 times in the plane preboarding all at the same time
11129,horizon air,5,horizon air customer review,yvrpdx check in a breeze and a small aircraft think it was a 28 seater got a drink and a few snacks as well crew on board were fantastic and a great flight seats were comfy
22267,vlm airlines,8,offered reasonable prices,work required me to go on very short notice to london so i decided to fly with vlm which offers you three flights per day from antwerp to london city with their fokker 50 decided as well to fly from antwerp as they offered reasonable prices for their flights while my usual airlines i usually take from amsterdam or rotterdam were extremely expensive for just flying of less than a hour arriving a touch early at antwerp airport checkin and security were quite quiet so it was just a matter of a few minutes to pass both checkin and security while waiting to board very small airport so dont expect much to do after security once the aircraft was ready to board it was just 15 minutes to be fully ready to start up and depart the fokker 50 they were using was surprisingly neat and clean from the inside for an aircraft of this age and was quite spacious to stand in the aisle after an ontime departure out of antwerp the flight was quite smooth and the flight attendant started to serve us with a complimentary drink and snack of your choosing while the flight crew kept us up to date about their procedure into london city and the estimated time of arrival which to me was well done turbulence appeared into approach of london and landing was ontime the most surprising factor of the flight was that the noise was quite low for a turboprop within the cabin after a ontime landing the boarding was quickly done in a safe and mannerly matter and all that was left was to wait for our luggage to arrive on our belt which probably was the longest wait
16771,rex airlines,3,in melbourne was utterly unhelpful,rex staff at melbourne airport were appalling when i visited them to check in the day before my flight the lady who attended to me first in melbourne was utterly unhelpful her colleague seemed to realise that i was being misadvised and so the other rex person stepped in and completed what was required to be done on the day of my flight i needed help re carrying my bigger bag next time i will make sure i have a bag with wheels but the rex personnel said that they could not help me with that until i had been through the check in area yet adelaide staff in rex did help when i was in adelaide earlier i use an aid to walk and i am elderly and i was flying solo rex staff at airport were negative when i asked if a trolley or something after i had gone through checkin to help me to carry the bag i asked if that was possible and i got no where i did not know where to go to wait for the plane and was told i should go back where i came from to the rex staff so different to the rex staff in adelaide after letting a man in the area where one goes through the xray that i did not know how far the walk was nor where to go he was completely disinterested if i started walking and chose the wrong way i was worried i might miss the plane he utterly disinterested told me if you miss your plane you can try to get a refund i felt worried and distressed eventually another person did help me and it was a long walk much longer than i anticipated to the correct area i thanked that person who was not a rex employee i had told the rex staff the day before that i thought i would need some assistance re getting to the plane yet was that request not documented because on the flight day they blamed me for not having asked earlier for assistance i clearly did say the day before that i would require assistance the rex staff at melbourne were not kind not interested not understanding and not reassuring only at the final moment just before boarding and just before she finished her shift for the day did a very nice rex lady come over to me and she advised that she had arranged some help for me that was good buut when i arrived in adelaide no one on the plane had arranged for me to get help with getting my heavier bag out to the taxi as no one had been asked to arrange that fortunately another person one of the air hostesses on the plane stepped in and suggested i wait until the other passengers had left the plane and then she would get me a person to help i appreciated her understanding i cannot understand why for the same airline that staff in one city can be pleasant and helpful while their colleagues in another city could not care less
6260,bulgaria air,9,flight was very pleasant,sofia to amsterdam i flew with bulgaria air last april at the gate the stewardess that was checking the tickets told me i got a upgrade to business when we entered the plane a a320 around 15 years old we were created i was seated at the second row of business class at the seat a bottle of mineral water when we reached our cruising altitude the stewardess came with the food for the business class we had a traditional bulgarian breakfast with banisa yogurt and some fruites it was very tasty the flight itself was very pleasant after landing in amsterdam the stewardesses said good bye after disembarking
6757,cebu pacific,1,this is just mind blowing and appalling,this is the worst airline i have encountered and i travel extensively their policies are deceitful and customer service is not willing to help or even explain their policies at all i went to check in for my flight and had already paid for my bags when i had purchased my flight when i checked they were charging me an additional 4000 pesos for my bags which i never even selected when i brought this error up twice with customer service they said they could not help because i did not screenshot the error of course i did not screenshot any error because that amount was reflected on my account without me doing absolutely anything even worse they just told me that if i did not settle the balance they would not let me board the flight this is just mind blowing and appalling
2551,air new zealand,2,do not ignore your customers,i am appalled by their lack of customer service i purchased an air new zealand flight through edreams back in may 2021 the flight unfortunately had to be cancelled due to border entry restrictions due to the covid outbreak i have from july last year to present day been fighting to get my money back all 1900 euros of it i contacted edreams they tell me they are waiting for the refund from air nz i contact air nz they tell me edreams holds my money i now have an email proof from edreams to say that they are still awaiting a refund from air nz which i have now sent to the customer service department but i doubt i will get any answers because they blatantly ignore all emails i send if you are selling your flights through a scam company then you are just as much responsible for fighting our case because the flight your companies flight was booked in good faith and the matter of the refund needs to be sorted do not ignore your customers
655,afriqiyah airways,3,afriqiyah airways customer review,gatwickaccragatwick and found the journey up to expectations on time both directions and the onboard staff very attentive without being fussy the letdown was tripoli airport on arrival from gatwick very scruffy and downatheel and staff bullying passengers into line for us to obtain boarding cards for the tripoliaccra leg of the journey information was less than brilliant too the return transfer was a better but thats probably because i knew what to expect afriqiyah airways are good value in my opinion
11927,jazeera airways,4,jazeera airways customer review,beirut kuwait jazeera plus cabin groundstaff rude and inefficient my luggage arrived as one of the last pieces in kuwait airport rather than first off cabin crew friendly and attentive food free jazeera plus cabin is comfortable toilets were clean and food tasty
14351,lynx air,4,delay hours before we even checked in,it was a good price however we were informed of a delay hours before we even checked in ridiculous would have been better if they serve at least some snacks
9192,eva air,3,service onboard was okay,bangkok to vienna on 22 march ticket booked could not check in no customer support desk open only mon fri could not choose seat even though was in tariff from ticket service onboard was okay and staff good flight on time flight changes random due to coronavirus and little support and as no more premium economy on route vienna to bangkoki will be flying with a different carrier
14939,nam air,7,very happy with the service,flew nam air from sorong to jakarta on flight no in587 the check in process was fast and efficient with very friendly staff we took off on schedule and arrived in jakarta ahead of schedule my luggage came out within 10 minutes of landing and was handed to me by nam air ground staff the cabin crew were very friendly and i was very happy with the overall service provided by nam air and would certainly fly them again
3130,airasia,9,appreciate the thoughtfulness,flight attendant george was very considerate to promptly change available front seats for us upon seeing my elderly mother struggle to walk appreciate the thoughtfulness
7854,cubana airlines,2,i would not recommend,santiago de cuba to havana the representatives are very unhelpful and would not recommend to use this airline we had a delay from santiago due to faults in the aeroplane and they did not have any information about how long it would take we had another flight from havana 3 hours later but we were not given any priority or help the cubana airlines representative did not even want to tell us the name of the hotel where the other customers were spending the night until the aeroplane was fixed in the end the delay lasted 18 hours and we lost all our flights back home the airline did nothing to compensate for the flights lost and we had to buy new tickets to get back to top it all when we finally arrived in havana we spent 1 whole hour on the plane waiting for the plane stairs and a bus to take us to the arrivals horrible experience so make sure you have extra days to cater for any delays if booking with this airline
21144,tunisair,5,tunisair customer review,lhrtun economy very fast check in no queues probably hit heathrow at quiet period flights on time with clean modern aircraft a319320 comfortable seating with adequate leg room tasty hot meal both directions with complimentary beerwine crew friendly and could not fault any aspect of the flight
11166,iberia,3,any kind of service was painfully slow,the aisle space was so tiny i believe it could be dangerous in an emergency situation i couldnt even drag my small carryon suitcase through the normal way i had to turn it on its side the seats were arranged 343 a setup i havent even seen on larger planes its greedy and ridiculous in an emergency situation its probably downright dangerous we were packed in so tightly that we couldnt even get out without the person in the aisle seat having to move or bend over to pick up items on the floor my mom had pain and cramps the whole time from being jammed in so tightly the pa barely worked so no one could properly hear what the captain was saying and free wifi was advertised but only actually given to people in business and first class everyone else had to pay extra if they wanted it any kind of service was painfully slow probably due to the small aisles however the food was actually very good and the entertainment selection wasnt bad we also werent sent our boarding passes until a few hours before the flight causing unnecessary anxiety additionally we were forced to wear our masks for an 8hour transatlantic flight according to the cdc wearing a mask while sleeping can be hazardous to your health and thats just what most people like to do on airplanes especially long flights if you want to feel like a human being and not a rat in a sewer dont fly iberia unless youre getting business or first class
13743,liat,8,uneventful flights,i had two straightforward uneventful flights with liat on 11th april 2016 the anu to bgi flight was about fifteen minutes late and the bgi to dom flight was about half an hour late checkin at v c bird was quick and efficient while luggage was delivered promptly at grantley adams then checkin at grantley adams was also quick and efficient while luggage was delivered very quickly at melville hall from getting off the plane at melville hall to leaving the airport took no more than twenty minutes staff on the ground at all three airports were highly professional and very polite and the same can be said of the cabin crew on both flights if liat could replicate these standards on all their flights then there would be little to complain about
5252,bahamasair,2,lacking in professionalism,just as most of the other reviewers stated bahamasair is just so lacking in professionalism but there is not much competition so they continue to perform without caring we sat in marsh harbor this past sunday for seven hours waiting for our flight to west palm beach to show up no explanation and no help from the airline employees to be fair they did give us an 8 voucher to be used at the airport caf of course we missed our flight out of west palm to boston no help given to us for the inconvenience just so frustrating especially when checking in to the holiday inn west palm to find other airlines distressed passengers with credit vouchers to be used for foodhotelexpenses also our flight to marsh harbor was delayed but only by one hour which i think is great for bahamasair hardly worth mentioning we love the bahamas but will have to avoid them in the future if bahamasair is the only option
23086,yakutia airlines,6,yakutia airlines customer review,i took the weekly yakutia flight from magadan to petropavlovskkamchatskiy at 446 it was an expensive flight but saved a lot of money and time compared to the alternatives the experience is probably best described as nostalgic the safety cards proclaimed that our aircraft is fitted out with modern and reliable equipment but aside from new seat covers it appeared that their definition of modern extends back to 1974 safety cards appeared to have been written for a different aircraft lifejackets were not under the seats they were stuffed into the seat pockets seat pitch was good at 31 inches cabin comfort was not great no ventilation and the seats were very worn and uncomfortable but the flight was not full so there was room to spread out the sole fa was efficient and helpful and a snack box was served no meal trays though the sliceyouintwo metal meal trays were absent here the flight was generally smooth and departed and arrived on time one final surprise was that on arrival passengers collected their own bags from the aircraft hold handing over their aeroflot soviet airlines claim check before boarding the bus to a gate in the fence next to the terminal building
10349,germania airline,4,should have chosen lufthansa,friedrichshafen to gran canaria flight was cancelled due to a desert storm in egypt so they said theres no aircraft at friedrichshafen so they took us to zurich by coach new airplane old reservation unvalid of course we then arrived 3 hours delayed at las palmas with germania swiss when we ask them about compensation and demages they just said its another carrier and the desert storm has been a higher force however staff and food was good flight back was also delayed about one hour we should have chosen lufthansa from munich
3134,airasia,8,the best value for money,they deserve the title of best llc in se asia they have been doing this a long time and still they are the best value for money with the best routes
10113,frontier airlines,1,has been the worst flight experience,we booked a flight straight back to cincinnati and this has been the worst flight experience dont ever fly with frontier we knew they were bad ie dont offer food for a three hour flight unless you pay dont let you have a jacket inhand unless you are carrying it but they were incredibly cheap so against our better judgement we booked it it got delayed for 2 hours and as were in line we get an email saying its cancelled do not fly with frontier
16565,qatar airways,9,appreciate the good and warm services,i appreciate the good and warm services provided by every staff ground and cabin they make this my journey comfortable and relaxing the money is worth it the food and beverages were good too the flight time is right on schedule thanks qatar airways
20716,tigerair australia,6,overall couldnt fault them,darwin to brisbane was hesitant about flying with them but given how cheap the tickets were i decided to give them a go overall couldnt fault them we left on time landed early and had no dramas despite it being a full flight service was what i expected courteous and polite i am a larger person so the seats felt fairly tight but i expected this and it wasnt too bad there was no wifi or onboard entertainment but i had my own ipad and had downloaded movies for the trip so didnt mind would i fly with them again absolutely especially with how cheap they were compared to other carriers
